name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	54148	54143	5	0	0	120	60000	58540	60000	1502	1499	36064	3290	3298	0	6220	6220	60000	19130	19120	60000	t < 800 ms	34048	62	800 ms < t < 1200 ms	4278	7	t > 1200 ms	15817	29	failed	5	0	72	72	0
loginPage	201	201	0	1150	1150	-1	16700	16700	-1	5246	5246	-1	4341	4341	-1	13500	13500	-1	16200	16200	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	27	13	t > 1200 ms	174	86	failed	0	0	0	0	-1
loginPage / request_1	201	201	0	0	0	-1	4900	4900	-1	815	815	-1	1083	1083	-1	3380	3380	-1	4790	4790	-1	t < 800 ms	135	67	800 ms < t < 1200 ms	22	10	t > 1200 ms	44	21	failed	0	0	0	0	-1
loginPage / request_1 Redirect 1	201	201	0	10	10	-1	4810	4810	-1	579	579	-1	775	775	-1	2270	2270	-1	3180	3180	-1	t < 800 ms	155	77	800 ms < t < 1200 ms	15	7	t > 1200 ms	31	15	failed	0	0	0	0	-1
loginPage / request_2	201	201	0	10	10	-1	4310	4310	-1	650	650	-1	941	941	-1	2870	2870	-1	4230	4230	-1	t < 800 ms	156	77	800 ms < t < 1200 ms	16	7	t > 1200 ms	29	14	failed	0	0	0	0	-1
loginPage / request_3	201	201	0	0	0	-1	4130	4130	-1	590	590	-1	817	817	-1	2380	2380	-1	3750	3750	-1	t < 800 ms	148	73	800 ms < t < 1200 ms	28	13	t > 1200 ms	25	12	failed	0	0	0	0	-1
loginPage / request_4	201	201	0	0	0	-1	2020	2020	-1	182	182	-1	284	284	-1	780	780	-1	1190	1190	-1	t < 800 ms	191	95	800 ms < t < 1200 ms	8	3	t > 1200 ms	2	0	failed	0	0	0	0	-1
loginPage / request_5	201	201	0	10	10	-1	5420	5420	-1	1180	1180	-1	1437	1437	-1	4480	4480	-1	5190	5190	-1	t < 800 ms	112	55	800 ms < t < 1200 ms	25	12	t > 1200 ms	64	31	failed	0	0	0	0	-1
loginPage / request_6	201	201	0	0	0	-1	2020	2020	-1	126	126	-1	257	257	-1	610	610	-1	1150	1150	-1	t < 800 ms	195	97	800 ms < t < 1200 ms	4	1	t > 1200 ms	2	0	failed	0	0	0	0	-1
login	201	201	0	5150	5150	-1	30250	30250	-1	15474	15474	-1	8927	8927	-1	28690	28690	-1	29550	29550	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	201	100	failed	0	0	0	0	-1
login / request_7	201	201	0	350	350	-1	1360	1360	-1	372	372	-1	133	133	-1	360	360	-1	1350	1350	-1	t < 800 ms	196	97	800 ms < t < 1200 ms	2	0	t > 1200 ms	3	1	failed	0	0	0	0	-1
login / request_8	201	201	0	20	20	-1	5070	5070	-1	1008	1008	-1	1062	1062	-1	3060	3060	-1	4780	4780	-1	t < 800 ms	110	54	800 ms < t < 1200 ms	30	14	t > 1200 ms	61	30	failed	0	0	0	0	-1
login / request_8 Redirect 1	201	201	0	30	30	-1	4230	4230	-1	828	828	-1	826	826	-1	2490	2490	-1	3130	3130	-1	t < 800 ms	127	63	800 ms < t < 1200 ms	17	8	t > 1200 ms	57	28	failed	0	0	0	0	-1
login / request_10	201	201	0	0	0	-1	5110	5110	-1	692	692	-1	836	836	-1	2740	2740	-1	3740	3740	-1	t < 800 ms	129	64	800 ms < t < 1200 ms	38	18	t > 1200 ms	34	16	failed	0	0	0	0	-1
login / request_9	201	201	0	0	0	-1	4750	4750	-1	604	604	-1	724	724	-1	1600	1600	-1	4010	4010	-1	t < 800 ms	139	69	800 ms < t < 1200 ms	37	18	t > 1200 ms	25	12	failed	0	0	0	0	-1
login / request_11	201	201	0	10	10	-1	5160	5160	-1	935	935	-1	1321	1321	-1	4770	4770	-1	5130	5130	-1	t < 800 ms	136	67	800 ms < t < 1200 ms	19	9	t > 1200 ms	46	22	failed	0	0	0	0	-1
login / request_12	201	201	0	0	0	-1	1990	1990	-1	158	158	-1	244	244	-1	580	580	-1	1230	1230	-1	t < 800 ms	196	97	800 ms < t < 1200 ms	2	0	t > 1200 ms	3	1	failed	0	0	0	0	-1
login / request_13	201	201	0	0	0	-1	5160	5160	-1	897	897	-1	1020	1020	-1	2920	2920	-1	3900	3900	-1	t < 800 ms	119	59	800 ms < t < 1200 ms	22	10	t > 1200 ms	60	29	failed	0	0	0	0	-1
login / request_14	201	201	0	0	0	-1	4230	4230	-1	670	670	-1	793	793	-1	2240	2240	-1	3320	3320	-1	t < 800 ms	138	68	800 ms < t < 1200 ms	22	10	t > 1200 ms	41	20	failed	0	0	0	0	-1
login / request_15	201	201	0	10	10	-1	6500	6500	-1	922	922	-1	1037	1037	-1	2560	2560	-1	4860	4860	-1	t < 800 ms	116	57	800 ms < t < 1200 ms	23	11	t > 1200 ms	62	30	failed	0	0	0	0	-1
login / request_16	201	201	0	20	20	-1	5160	5160	-1	970	970	-1	1113	1113	-1	3090	3090	-1	4840	4840	-1	t < 800 ms	114	56	800 ms < t < 1200 ms	24	11	t > 1200 ms	63	31	failed	0	0	0	0	-1
login / request_18	201	201	0	10	10	-1	4910	4910	-1	993	993	-1	1093	1093	-1	3050	3050	-1	4390	4390	-1	t < 800 ms	111	55	800 ms < t < 1200 ms	26	12	t > 1200 ms	64	31	failed	0	0	0	0	-1
login / request_17	201	201	0	0	0	-1	4700	4700	-1	825	825	-1	1048	1048	-1	3540	3540	-1	4140	4140	-1	t < 800 ms	126	62	800 ms < t < 1200 ms	27	13	t > 1200 ms	48	23	failed	0	0	0	0	-1
login / request_20	201	201	0	0	0	-1	4180	4180	-1	800	800	-1	999	999	-1	3100	3100	-1	4040	4040	-1	t < 800 ms	129	64	800 ms < t < 1200 ms	31	15	t > 1200 ms	41	20	failed	0	0	0	0	-1
createJob	1005	1003	2	5500	5500	15320	53400	53400	21980	21464	21470	18650	0	0	3330	40460	40460	21980	50000	50000	21980	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	1003	99	failed	2	0	1	1	0
createJob / request_22	1005	1005	0	30	30	-1	11410	11410	-1	1272	1272	-1	1362	1362	-1	3640	3640	-1	6120	6120	-1	t < 800 ms	418	41	800 ms < t < 1200 ms	179	17	t > 1200 ms	408	40	failed	0	0	1	1	-1
createJob / request_23	682	682	0	0	0	-1	9940	9940	-1	929	929	-1	1123	1123	-1	2760	2760	-1	5160	5160	-1	t < 800 ms	397	58	800 ms < t < 1200 ms	113	16	t > 1200 ms	172	25	failed	0	0	1	1	-1
createJob / request_24	1005	1005	0	10	10	-1	1010	1010	-1	22	22	-1	74	74	-1	30	30	-1	230	230	-1	t < 800 ms	1000	99	800 ms < t < 1200 ms	5	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_25	1005	1005	0	0	0	-1	9980	9980	-1	932	932	-1	1152	1152	-1	3020	3020	-1	5090	5090	-1	t < 800 ms	587	58	800 ms < t < 1200 ms	171	17	t > 1200 ms	247	24	failed	0	0	1	1	-1
createJob / request_26	1005	1005	0	0	0	-1	210	210	-1	8	8	-1	10	10	-1	10	10	-1	20	20	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_26 Redirect 1	1005	1005	0	30	30	-1	600	600	-1	96	96	-1	54	54	-1	170	170	-1	340	340	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_27	1005	1005	0	20	20	-1	410	410	-1	94	94	-1	50	50	-1	160	160	-1	340	340	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_28	1005	1005	0	10	10	-1	230	230	-1	12	12	-1	19	19	-1	10	10	-1	20	20	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_29	1005	1005	0	10	10	-1	270	270	-1	13	13	-1	19	19	-1	20	20	-1	30	30	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_30	1005	1005	0	0	0	-1	9950	9950	-1	1113	1113	-1	1334	1334	-1	3600	3600	-1	5150	5150	-1	t < 800 ms	528	52	800 ms < t < 1200 ms	157	15	t > 1200 ms	320	31	failed	0	0	1	1	-1
createJob / request_31	1005	1005	0	0	0	-1	210	210	-1	8	8	-1	8	8	-1	10	10	-1	20	20	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_32	1005	1005	0	30	30	-1	260	260	-1	37	37	-1	16	16	-1	60	60	-1	70	70	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_33	1005	1005	0	90	90	-1	350	350	-1	98	98	-1	25	25	-1	140	140	-1	220	220	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_34	1005	1005	0	170	170	-1	1660	1660	-1	284	284	-1	148	148	-1	470	470	-1	1010	1010	-1	t < 800 ms	990	98	800 ms < t < 1200 ms	6	0	t > 1200 ms	9	0	failed	0	0	1	1	-1
createJob / request_35	1005	1005	0	170	170	-1	2070	2070	-1	326	326	-1	175	175	-1	570	570	-1	1270	1270	-1	t < 800 ms	991	98	800 ms < t < 1200 ms	2	0	t > 1200 ms	12	1	failed	0	0	1	1	-1
createJob / request_36	1005	1005	0	10	10	-1	410	410	-1	14	14	-1	26	26	-1	20	20	-1	110	110	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_37	1005	1005	0	10	10	-1	740	740	-1	13	13	-1	31	31	-1	20	20	-1	70	70	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_38	1005	1005	0	30	30	-1	310	310	-1	35	35	-1	20	20	-1	60	60	-1	110	110	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
createJob / request_39	1005	1005	0	10	10	-1	10090	10090	-1	1417	1417	-1	1313	1313	-1	3920	3920	-1	6140	6140	-1	t < 800 ms	399	39	800 ms < t < 1200 ms	143	14	t > 1200 ms	463	46	failed	0	0	1	1	-1
createJob / request_40	1005	1005	0	10	10	-1	10080	10080	-1	1126	1126	-1	1077	1077	-1	2990	2990	-1	4500	4500	-1	t < 800 ms	477	47	800 ms < t < 1200 ms	158	15	t > 1200 ms	370	36	failed	0	0	1	1	-1
createJob / request_41	1005	1005	0	20	20	-1	9990	9990	-1	1079	1079	-1	1056	1056	-1	3180	3180	-1	4000	4000	-1	t < 800 ms	481	47	800 ms < t < 1200 ms	185	18	t > 1200 ms	339	33	failed	0	0	1	1	-1
createJob / request_42	1005	1005	0	10	10	-1	11180	11180	-1	1158	1158	-1	1225	1225	-1	3550	3550	-1	5000	5000	-1	t < 800 ms	458	45	800 ms < t < 1200 ms	180	17	t > 1200 ms	367	36	failed	0	0	1	1	-1
createJob / request_43	1005	1005	0	20	20	-1	6520	6520	-1	1210	1210	-1	1153	1153	-1	3700	3700	-1	4970	4970	-1	t < 800 ms	450	44	800 ms < t < 1200 ms	177	17	t > 1200 ms	378	37	failed	0	0	1	1	-1
createJob / request_44	1005	1005	0	10	10	-1	5170	5170	-1	1112	1112	-1	1000	1000	-1	3170	3170	-1	4240	4240	-1	t < 800 ms	459	45	800 ms < t < 1200 ms	182	18	t > 1200 ms	364	36	failed	0	0	1	1	-1
createJob / request_45	1005	1005	0	10	10	-1	9990	9990	-1	1080	1080	-1	1199	1199	-1	3480	3480	-1	5070	5070	-1	t < 800 ms	499	49	800 ms < t < 1200 ms	192	19	t > 1200 ms	314	31	failed	0	0	1	1	-1
createJob / request_46	1005	1005	0	10	10	-1	9400	9400	-1	955	955	-1	911	911	-1	2670	2670	-1	3990	3990	-1	t < 800 ms	542	53	800 ms < t < 1200 ms	158	15	t > 1200 ms	305	30	failed	0	0	1	1	-1
createJob / request_47	1005	1005	0	10	10	-1	5020	5020	-1	959	959	-1	886	886	-1	2790	2790	-1	4100	4100	-1	t < 800 ms	528	52	800 ms < t < 1200 ms	164	16	t > 1200 ms	313	31	failed	0	0	1	1	-1
createJob / request_48	1005	1003	2	120	880	120	2650	2650	200	1311	1313	160	224	220	40	1720	1720	200	2210	2210	200	t < 800 ms	0	0	800 ms < t < 1200 ms	238	23	t > 1200 ms	765	76	failed	2	0	1	1	0
createJob / request_49	1005	1005	0	0	0	-1	9880	9880	-1	919	919	-1	948	948	-1	2760	2760	-1	4150	4150	-1	t < 800 ms	558	55	800 ms < t < 1200 ms	158	15	t > 1200 ms	289	28	failed	0	0	1	1	-1
createJob / request_51	1005	1005	0	0	0	-1	4410	4410	-1	816	816	-1	867	867	-1	2630	2630	-1	3900	3900	-1	t < 800 ms	634	63	800 ms < t < 1200 ms	129	12	t > 1200 ms	242	24	failed	0	0	1	1	-1
enterDetails	1005	1002	3	21300	21300	82550	116110	116110	115200	60708	60600	96767	0	0	0	103550	103400	115200	110200	110000	115200	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	1002	99	failed	3	0	1	1	0
enterDetails / request_53	1005	1005	0	10	10	-1	9500	9500	-1	2030	2030	-1	1640	1640	-1	5140	5140	-1	7180	7180	-1	t < 800 ms	267	26	800 ms < t < 1200 ms	86	8	t > 1200 ms	652	64	failed	0	0	1	1	-1
enterDetails / request_54	1005	1004	1	30	30	60000	60000	12050	60000	2605	2548	60000	1730	1997	0	6170	6170	60000	9530	9500	60000	t < 800 ms	199	19	800 ms < t < 1200 ms	96	9	t > 1200 ms	709	70	failed	1	0	1	1	0
enterDetails / request_55	1005	1005	0	620	620	-1	22730	22730	-1	8294	8294	-1	4854	4854	-1	17880	17880	-1	21240	21240	-1	t < 800 ms	2	0	800 ms < t < 1200 ms	21	2	t > 1200 ms	982	97	failed	0	0	1	1	-1
enterDetails / request_56	1005	1004	1	20	20	60000	60000	18120	60000	4142	4087	60000	3023	3211	0	11040	10850	60000	13900	13820	60000	t < 800 ms	121	12	800 ms < t < 1200 ms	61	6	t > 1200 ms	822	81	failed	1	0	1	1	0
enterDetails / request_57	1005	1004	1	30	30	60000	60000	12350	60000	2833	2776	60000	1974	2218	0	6800	6790	60000	11490	11140	60000	t < 800 ms	147	14	800 ms < t < 1200 ms	96	9	t > 1200 ms	761	75	failed	1	0	1	1	0
enterDetails / request_58	1005	1005	0	30	30	-1	12320	12320	-1	2915	2915	-1	2210	2210	-1	6980	6980	-1	9960	9960	-1	t < 800 ms	153	15	800 ms < t < 1200 ms	90	8	t > 1200 ms	762	75	failed	0	0	1	1	-1
enterDetails / request_59	1005	1005	0	30	30	-1	12150	12150	-1	2591	2591	-1	2004	2004	-1	6350	6350	-1	9010	9010	-1	t < 800 ms	167	16	800 ms < t < 1200 ms	125	12	t > 1200 ms	713	70	failed	0	0	1	1	-1
enterDetails / request_60	1005	1005	0	30	30	-1	220	220	-1	37	37	-1	21	21	-1	80	80	-1	140	140	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
enterDetails / request_61	1005	1005	0	460	460	-1	48100	48100	-1	10439	10439	-1	6811	6811	-1	24410	24410	-1	31790	31790	-1	t < 800 ms	12	1	800 ms < t < 1200 ms	7	0	t > 1200 ms	986	98	failed	0	0	1	1	-1
enterDetails / request_62	1005	1005	0	10	10	-1	9700	9700	-1	1986	1986	-1	1597	1597	-1	4980	4980	-1	8270	8270	-1	t < 800 ms	244	24	800 ms < t < 1200 ms	113	11	t > 1200 ms	648	64	failed	0	0	1	1	-1
enterDetails / request_63	1005	1005	0	10	10	-1	11350	11350	-1	1552	1552	-1	1446	1446	-1	4510	4510	-1	6310	6310	-1	t < 800 ms	389	38	800 ms < t < 1200 ms	136	13	t > 1200 ms	480	47	failed	0	0	1	1	-1
enterDetails / request_64	1005	1005	0	10	10	-1	17090	17090	-1	1343	1343	-1	1496	1496	-1	3460	3460	-1	9220	9220	-1	t < 800 ms	438	43	800 ms < t < 1200 ms	152	15	t > 1200 ms	415	41	failed	0	0	1	1	-1
enterDetails / request_65	1005	1005	0	20	20	-1	10260	10260	-1	1382	1382	-1	1436	1436	-1	3600	3600	-1	9100	9100	-1	t < 800 ms	417	41	800 ms < t < 1200 ms	147	14	t > 1200 ms	441	43	failed	0	0	1	1	-1
enterDetails / request_66	1005	1005	0	10	10	-1	630	630	-1	14	14	-1	31	31	-1	20	20	-1	80	80	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
enterDetails / request_67	1005	1005	0	10	10	-1	510	510	-1	14	14	-1	27	27	-1	20	20	-1	90	90	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
enterDetails / request_68	1005	1005	0	350	350	-1	1350	1350	-1	360	360	-1	81	81	-1	360	360	-1	390	390	-1	t < 800 ms	996	99	800 ms < t < 1200 ms	3	0	t > 1200 ms	6	0	failed	0	0	1	1	-1
enterDetails / request_69	1005	1005	0	30	30	-1	720	720	-1	41	41	-1	38	38	-1	90	90	-1	200	200	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
enterDetails / request_70	1005	1005	0	30	30	-1	350	350	-1	40	40	-1	29	29	-1	100	100	-1	150	150	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
enterDetails / request_71	1005	1005	0	10	10	-1	570	570	-1	17	17	-1	42	42	-1	30	30	-1	270	270	-1	t < 800 ms	1005	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	1	1	-1
save	1005	1005	0	90	90	-1	58540	58540	-1	17211	17211	-1	4382	4382	-1	39460	39460	-1	55250	55250	-1	t < 800 ms	37	3	800 ms < t < 1200 ms	10	0	t > 1200 ms	958	95	failed	0	0	1	1	-1
save / request_72	1005	1005	0	90	90	-1	58540	58540	-1	17210	17210	-1	4383	4383	-1	39460	39460	-1	55250	55250	-1	t < 800 ms	37	3	800 ms < t < 1200 ms	10	0	t > 1200 ms	958	95	failed	0	0	1	1	-1
